building_id timestamp meter_reading anomaly
118 "2016-03-25 08:00:00" 324.2 1
118 "2016-03-25 09:00:00" 338.0 1
118 "2016-03-25 10:00:00" 323.8 1
118 "2016-03-25 11:00:00" 311.2 1
118 "2016-03-25 12:00:00" 309.0 1
118 "2016-03-25 13:00:00" 303.4 1
118 "2016-03-25 14:00:00" 297.6 1
118 "2016-03-25 15:00:00" 299.4 1
118 "2016-03-25 16:00:00" 302.0 1
118 "2016-03-25 17:00:00" 310.4 1
118 "2016-03-25 18:00:00" 313.8 1
118 "2016-03-25 19:00:00" 299.8 1
118 "2016-03-25 20:00:00" 276.4 1

118 "2016-03-28 07:00:00" 295.2 1
118 "2016-03-28 08:00:00" 303.0 1
118 "2016-03-28 09:00:00" 299.8 1
118 "2016-03-28 10:00:00" 298.8 1
118 "2016-03-28 11:00:00" 304.2 1
118 "2016-03-28 12:00:00" 296.8 1
118 "2016-03-28 13:00:00" 293.8 1
118 "2016-03-28 14:00:00" 296.4 1
118 "2016-03-28 15:00:00" 294.8 1
118 "2016-03-28 16:00:00" 300.4 1
118 "2016-03-28 17:00:00" 307.8 1
118 "2016-03-28 18:00:00" 293.8 1

118 "2016-03-29 06:00:00" 308.2 1
118 "2016-03-29 07:00:00" 326.2 1
118 "2016-03-29 08:00:00" 325.8 1
118 "2016-03-29 09:00:00" 330.2 1
118 "2016-03-29 10:00:00" 337.6 1
118 "2016-03-29 11:00:00" 337.2 1
118 "2016-03-29 12:00:00" 332.6 1
118 "2016-03-29 13:00:00" 329.0 1
118 "2016-03-29 14:00:00" 329.2 1
118 "2016-03-29 15:00:00" 327.2 1
118 "2016-03-29 16:00:00" 329.6 1
118 "2016-03-29 17:00:00" 325.4 1
118 "2016-03-29 18:00:00" 318.4 1

118 "2016-03-30 06:00:00" 302.6 1
118 "2016-03-30 07:00:00" 327.4 1
118 "2016-03-30 08:00:00" 320.6 1
118 "2016-03-30 09:00:00" 310.6 1
118 "2016-03-30 10:00:00" 312.0 1
118 "2016-03-30 11:00:00" 312.6 1
118 "2016-03-30 12:00:00" 315.0 1
118 "2016-03-30 13:00:00" 320.4 1
118 "2016-03-30 14:00:00" 318.2 1
118 "2016-03-30 15:00:00" 319.0 1
118 "2016-03-30 16:00:00" 329.8 1
118 "2016-03-30 17:00:00" 325.4 1
118 "2016-03-30 18:00:00" 306.2 1

118 "2016-09-29 23:00:00" 250.6 1
118 "2016-09-30 00:00:00" 176.667 1
118 "2016-09-30 01:00:00" 260.8 1

118 "2016-09-30 22:00:00" 271.6 1
118 "2016-09-30 23:00:00" 180.867 1
118 "2016-10-01 00:00:00" 175.267 1
118 "2016-10-01 01:00:00" 271.2 1

118 "2016-11-19 23:00:00" 264.6 1
118 "2016-11-20 00:00:00" 5.078 1
118 "2016-11-20 01:00:00" 1.0 1
118 "2016-11-20 02:00:00" 1.0 1
118 "2016-11-20 03:00:00" 1.0 1
118 "2016-11-20 04:00:00" 1.0 1
118 "2016-11-20 05:00:00" 1.0 1
118 "2016-11-20 06:00:00" 1.0 1
118 "2016-11-20 07:00:00" 1.0 1
118 "2016-11-20 08:00:00" 1.0 1
118 "2016-11-20 09:00:00" 1.0 1
118 "2016-11-20 10:00:00" 1.0 1
118 "2016-11-20 11:00:00" 1.0 1
118 "2016-11-20 12:00:00" 1.0 1
118 "2016-11-20 13:00:00" 1.0 1
118 "2016-11-20 14:00:00" 1.0 1
118 "2016-11-20 15:00:00" 1.0 1
118 "2016-11-20 16:00:00" 1.0 1
118 "2016-11-20 17:00:00" 1.0 1
118 "2016-11-20 18:00:00" 1.0 1
118 "2016-11-20 19:00:00" 1.0 1
118 "2016-11-20 20:00:00" 1.0 1
118 "2016-11-20 21:00:00" 1.0 1
118 "2016-11-20 22:00:00" 1.0 1
118 "2016-11-20 23:00:00" 1.0 1
118 "2016-11-21 00:00:00" 125.539 1
118 "2016-11-21 01:00:00" 248.6 1

118 "2016-11-26 23:00:00" 266.0 1
118 "2016-11-27 00:00:00" 4.898 1
118 "2016-11-27 01:00:00" 1.0 1
118 "2016-11-27 02:00:00" 1.0 1
