timestamp,building_id,meter_reading,anomaly
2016-01-01 00:00:00,697,2.265,0
2016-01-01 01:00:00,697,4.534,0
2016-01-01 02:00:00,697,4.924,0
2016-01-01 03:00:00,697,4.777,0
2016-01-01 04:00:00,697,4.734,0
2016-01-01 05:00:00,697,4.724,0
2016-01-01 06:00:00,697,5.339,0
2016-01-01 07:00:00,697,4.93,0
2016-01-01 08:00:00,697,5.637,0
2016-01-01 09:00:00,697,5.117,0
2016-01-01 10:00:00,697,4.627,0
2016-01-01 11:00:00,697,4.687,0
2016-01-01 12:00:00,697,4.596,0
2016-01-01 13:00:00,697,4.781,0
2016-01-01 14:00:00,697,4.076,0
2016-01-01 15:00:00,697,4.282,0
2016-01-01 16:00:00,697,5.081,0
2016-01-01 17:00:00,697,4.976,0
2016-01-01 18:00:00,697,4.192,0
2016-01-01 19:00:00,697,4.073,0
2016-01-01 20:00:00,697,4.499,0
2016-01-01 21:00:00,697,3.991,0
2016-01-01 22:00:00,697,4.482,0
2016-01-01 23:00:00,697,4.083,0
2016-01-02 00:00:00,697,4.09,0
2016-01-02 01:00:00,697,5.387,0
2016-01-02 02:00:00,697,4.5,0
2016-01-02 03:00:00,697,4.09,0
2016-01-02 04:00:00,697,4.289,0
2016-01-02 05:00:00,697,4.99,0
2016-01-02 06:00:00,697,4.285,0
2016-01-02 07:00:00,697,4.283,0
2016-01-02 08:00:00,697,4.404,0
2016-01-02 09:00:00,697,4.487,0
2016-01-02 10:00:00,697,5.482,0
2016-01-02 11:00:00,697,4.381,0
2016-01-02 12:00:00,697,4.281,0
2016-01-02 13:00:00,697,5.107,0
2016-01-02 14:00:00,697,4.293,0
2016-01-02 15:00:00,697,4.284,0
2016-01-02 16:00:00,697,4.375,0
2016-01-02 17:00:00,697,3.973,0
2016-01-02 18:00:00,697,5.875,0
2016-01-02 19:00:00,697,4.088,0
2016-01-02 20:00:00,697,4.176,0
2016-01-02 21:00:00,697,4.478,0
2016-01-02 22:00:00,697,4.087,0
2016-01-02 23:00:00,697,4.286,0
2016-01-03 00:00:00,697,4.322,0
2016-01-03 01:00:00,697,4.499,0
2016-01-03 02:00:00,697,4.898,0
2016-01-03 03:00:00,697,4.796,0
2016-01-03 04:00:00,697,4.18,0
2016-01-03 05:00:00,697,3.986,0
2016-01-03 06:00:00,697,5.407,0
2016-01-03 07:00:00,697,4.383,0
2016-01-03 08:00:00,697,4.388,0
2016-01-03 09:00:00,697,4.293,0
2016-01-03 10:00:00,697,4.678,0
2016-01-03 11:00:00,697,5.087,0
2016-01-03 12:00:00,697,4.4,0
2016-01-03 13:00:00,697,4.166,0
2016-01-03 14:00:00,697,4.694,0
2016-01-03 15:00:00,697,4.264,0
2016-01-03 16:00:00,697,4.165,0
