timestamp,building_id,meter_reading,anomaly
2016-01-01 00:00:00,439.0,55.93,0
2016-01-01 01:00:00,439.0,57.5,0
2016-01-01 02:00:00,439.0,56.51,0
2016-01-01 03:00:00,439.0,56.5,0
2016-01-01 04:00:00,439.0,57.26,0
2016-01-01 05:00:00,439.0,56.46,0
2016-01-01 06:00:00,439.0,56.15,0
2016-01-01 07:00:00,439.0,57.05,0
2016-01-01 08:00:00,439.0,49.09,0
2016-01-01 09:00:00,439.0,49.77,0
2016-01-01 10:00:00,439.0,48.98,0
2016-01-01 11:00:00,439.0,50.27,0
2016-01-01 12:00:00,439.0,49.36,0
2016-01-01 13:00:00,439.0,50.35,0
2016-01-01 14:00:00,439.0,49.53,0
2016-01-01 15:00:00,439.0,50.64,0
2016-01-01 16:00:00,439.0,49.78,0
2016-01-01 17:00:00,439.0,51.11,0
2016-01-01 18:00:00,439.0,54.7,0
2016-01-01 19:00:00,439.0,56.64,0
2016-01-01 20:00:00,439.0,57.11,0
2016-01-01 21:00:00,439.0,57.25,0
2016-01-01 22:00:00,439.0,56.66,0
2016-01-01 23:00:00,439.0,57.5,0
2016-01-02 00:00:00,439.0,56.72,0
2016-01-02 01:00:00,439.0,58.47,0
2016-01-02 02:00:00,439.0,57.97,0
2016-01-02 03:00:00,439.0,57.54,0
2016-01-02 04:00:00,439.0,56.5,0
2016-01-02 05:00:00,439.0,84.44,0
2016-01-02 06:00:00,439.0,83.35,0
2016-01-02 07:00:00,439.0,84.41,0
2016-01-02 08:00:00,439.0,85.48,0
2016-01-02 09:00:00,439.0,93.31,0
2016-01-02 10:00:00,439.0,93.53,0
2016-01-02 11:00:00,439.0,91.97,0
2016-01-02 12:00:00,439.0,93.19,0
2016-01-02 13:00:00,439.0,96.67,0
2016-01-02 14:00:00,439.0,94.64,0
2016-01-02 15:00:00,439.0,92.92,0
2016-01-02 16:00:00,439.0,90.99,0
2016-01-02 17:00:00,439.0,89.28,0
2016-01-02 18:00:00,439.0,89.24,0
2016-01-02 19:00:00,439.0,88.58,0
2016-01-02 20:00:00,439.0,85.94,0
2016-01-02 21:00:00,439.0,56.61,0
2016-01-02 22:00:00,439.0,54.25,0
2016-01-02 23:00:00,439.0,55.6,0
2016-01-03 00:00:00,439.0,55.21,0
2016-01-03 01:00:00,439.0,57.3,0
2016-01-03 02:00:00,439.0,55.89,0
2016-01-03 03:00:00,439.0,54.37,0
2016-01-03 04:00:00,439.0,55.5,0
2016-01-03 05:00:00,439.0,55.62,0
2016-01-03 06:00:00,439.0,55.53,0
2016-01-03 07:00:00,439.0,54.62,0
2016-01-03 08:00:00,439.0,74.22,0
2016-01-03 09:00:00,439.0,74.41,0
2016-01-03 10:00:00,439.0,74.44,0
2016-01-03 11:00:00,439.0,74.36,0
2016-01-03 12:00:00,439.0,74.66,0
2016-01-03 13:00:00,439.0,74.97,0
2016-01-03 14:00:00,439.0,75.03,0
2016-01-03 15:00:00,439.0,75.07,0
2016-01-03 16:00:00,439.0,76.04,0
2016-01-03 17:00:00,439.0,51.89,0
2016-01-03 18:00:00,439.0,53.88,0
2016-01-03 19:00:00,439.0,55.29,0
2016-01-03 20:00:00,439.0,55.52,0
2016-01-03 21:00:00,439.0,55.49,0
2016-01-03 22:00:00,439.0,55.48,0
2016-01-03 23:00:00,439.0,55.39,0
2016-01-04 00:00:00,439.0,55.69,0
2016-01-04 01:00:00,439.0,56.66,0
2016-01-04 02:00:00,439.0,55.01,0
2016-01-04 03:00:00,439.0,54.85,0
2016-01-04 04:00:00,439.0,55.21,0
2016-01-04 05:00:00,439.0,55.29,0
2016-01-04 06:00:00,439.0,81.27,0
2016-01-04 07:00:00,439.0,83.44,0
