timestamp,building_id,meter_reading,anomaly,power
2016-01-01 01:00:00,118,234.40000000000003,0,117.20000000000002
2016-01-01 02:00:00,118,234.8,0,0.4000000000000057
2016-01-01 03:00:00,118,236.40000000000003,0,1.5999999999999943
2016-01-01 04:00:00,118,239.8,0,3.4000000000000057
2016-01-01 05:00:00,118,237.60000000000002,0,-2.200000000000017
2016-01-01 06:00:00,118,247.2,0,9.599999999999994
2016-01-01 07:00:00,118,281.0,0,33.80000000000001
2016-01-01 08:00:00,118,300.4,0,19.399999999999977
2016-01-01 09:00:00,118,293.8,0,-6.599999999999966
2016-01-01 10:00:00,118,295.6,0,1.8000000000000114
2016-01-01 11:00:00,118,292.2,0,-3.400000000000034
2016-01-01 12:00:00,118,293.6,0,1.400000000000034
2016-01-01 13:00:00,118,289.4,0,-4.2000000000000455
2016-01-01 14:00:00,118,287.0,0,-2.3999999999999773
2016-01-01 15:00:00,118,295.0,0,8.0
2016-01-01 16:00:00,118,293.8,0,-1.1999999999999886
2016-01-01 17:00:00,118,293.2,0,-0.6000000000000227
2016-01-01 18:00:00,118,277.4,0,-15.800000000000011
2016-01-01 19:00:00,118,278.2,0,0.8000000000000114
2016-01-01 20:00:00,118,239.40000000000003,0,-38.79999999999998
2016-01-01 21:00:00,118,239.0,0,-0.4000000000000057
2016-01-01 22:00:00,118,232.8,0,-6.199999999999989
2016-01-01 23:00:00,118,232.40000000000003,0,-0.4000000000000057
2016-01-02 00:00:00,118,256.4,0,23.99999999999997
2016-01-02 01:00:00,118,258.2,0,1.8000000000000114
2016-01-02 02:00:00,118,257.2,0,-1.0
2016-01-02 03:00:00,118,256.8,0,-0.39999999999997726
2016-01-02 04:00:00,118,255.40000000000003,0,-1.4000000000000057
2016-01-02 05:00:00,118,253.2,0,-2.200000000000017
2016-01-02 06:00:00,118,256.0,0,2.8000000000000114
2016-01-02 07:00:00,118,260.0,0,4.0
2016-01-02 08:00:00,118,262.8,0,2.8000000000000114
2016-01-02 09:00:00,118,268.0,0,5.199999999999989
2016-01-02 10:00:00,118,269.4,0,1.3999999999999773
2016-01-02 11:00:00,118,267.4,0,-2.0
2016-01-02 12:00:00,118,265.8,0,-1.599999999999966
2016-01-02 13:00:00,118,266.4,0,0.5999999999999659
2016-01-02 14:00:00,118,265.8,0,-0.5999999999999659
2016-01-02 15:00:00,118,269.6,0,3.8000000000000114
2016-01-02 16:00:00,118,272.6,0,3.0
2016-01-02 17:00:00,118,273.2,0,0.5999999999999659
2016-01-02 18:00:00,118,272.2,0,-1.0
2016-01-02 19:00:00,118,273.8,0,1.6000000000000227
2016-01-02 20:00:00,118,266.8,0,-7.0
2016-01-02 21:00:00,118,259.2,0,-7.600000000000023
2016-01-02 22:00:00,118,254.8,0,-4.399999999999977
2016-01-02 23:00:00,118,256.2,0,1.3999999999999773
2016-01-03 00:00:00,118,255.2,0,-1.0
2016-01-03 01:00:00,118,254.2,0,-1.0
2016-01-03 02:00:00,118,255.2,0,1.0
2016-01-03 03:00:00,118,259.8,0,4.600000000000023
2016-01-03 04:00:00,118,255.8,0,-4.0
2016-01-03 05:00:00,118,262.0,0,6.199999999999989
2016-01-03 06:00:00,118,262.2,0,0.19999999999998863
2016-01-03 07:00:00,118,265.4,0,3.1999999999999886
2016-01-03 08:00:00,118,265.4,0,0.0
2016-01-03 09:00:00,118,269.6,0,4.2000000000000455
2016-01-03 10:00:00,118,271.2,0,1.599999999999966
2016-01-03 11:00:00,118,274.8,0,3.6000000000000227
2016-01-03 12:00:00,118,273.0,0,-1.8000000000000114
2016-01-03 13:00:00,118,270.8,0,-2.1999999999999886
2016-01-03 14:00:00,118,269.6,0,-1.1999999999999886
2016-01-03 15:00:00,118,272.4,0,2.7999999999999545
2016-01-03 16:00:00,118,274.4,0,2.0
2016-01-03 17:00:00,118,277.8,0,3.400000000000034
2016-01-03 18:00:00,118,274.2,0,-3.6000000000000227
2016-01-03 19:00:00,118,275.8,0,1.6000000000000227
2016-01-03 20:00:00,118,264.0,0,-11.800000000000011
2016-01-03 21:00:00,118,253.60000000000002,0,-10.400000000000006
2016-01-03 22:00:00,118,254.40000000000003,0,0.8000000000000114
2016-01-03 23:00:00,118,253.60000000000002,0,-0.8000000000000114
2016-01-04 00:00:00,118,237.8,0,-15.799999999999983
