building_id timestamp meter_reading anomaly
697 "2016-01-19 23:00:00" 5.097 1
697 "2016-01-20 00:00:00" 3.419 1
697 "2016-01-20 01:00:00" 1.873 1
697 "2016-01-20 02:00:00" 2.049 1
697 "2016-01-20 03:00:00" 1.878 1
697 "2016-01-20 04:00:00" 1.887 1
697 "2016-01-20 05:00:00" 1.881 1
697 "2016-01-20 06:00:00" 1.984 1
697 "2016-01-20 07:00:00" 1.879 1
697 "2016-01-20 08:00:00" 2.017 1
697 "2016-01-20 09:00:00" 4.122 1
697 "2016-01-20 10:00:00" 5.179 1
697 "2016-01-20 11:00:00" 6.093 1
697 "2016-01-20 12:00:00" 5.17 1
697 "2016-01-20 13:00:00" 5.082 1
697 "2016-01-20 14:00:00" 4.377 1
697 "2016-01-20 15:00:00" 3.481 1
697 "2016-01-20 16:00:00" 3.21 1
697 "2016-01-20 17:00:00" 3.437 1
697 "2016-01-20 18:00:00" 2.755 1
697 "2016-01-20 19:00:00" 1.965 1
697 "2016-01-20 20:00:00" 1.848 1
697 "2016-01-20 21:00:00" 1.849 1
697 "2016-01-20 22:00:00" 1.956 1
697 "2016-01-20 23:00:00" 1.858 1
697 "2016-01-21 00:00:00" 2.896 1
697 "2016-01-21 01:00:00" 3.431 1
697 "2016-01-21 02:00:00" 4.794 1
697 "2016-01-21 03:00:00" 5.895 1
697 "2016-01-21 04:00:00" 5.814 1
697 "2016-01-21 05:00:00" 4.697 1
697 "2016-01-22 08:00:00" 7.013 1
697 "2016-01-22 09:00:00" 13.554 1
697 "2016-01-22 10:00:00" 11.202 1
697 "2016-01-22 11:00:00" 13.698 1
697 "2016-01-22 12:00:00" 11.716 1
697 "2016-01-22 13:00:00" 10.102 1
697 "2016-02-15 08:00:00" 11.777 1
697 "2016-02-15 09:00:00" 11.748 1
697 "2016-02-15 10:00:00" 10.126 1
697 "2016-02-15 11:00:00" 11.361 1
697 "2016-02-16 08:00:00" 9.897 1
697 "2016-02-16 09:00:00" 8.142 1
697 "2016-02-16 10:00:00" 8.061 1
697 "2016-02-16 11:00:00" 11.009 1
697 "2016-02-16 12:00:00" 10.58 1
697 "2016-02-16 13:00:00" 7.728 1
697 "2016-02-17 08:00:00" 10.579 1
697 "2016-02-17 09:00:00" 8.425 1
697 "2016-02-17 10:00:00" 9.836 1
697 "2016-02-17 11:00:00" 7.313 1
697 "2016-02-17 12:00:00" 7.962 1
697 "2016-02-18 08:00:00" 7.035 1
697 "2016-02-18 09:00:00" 6.034 1
697 "2016-02-18 10:00:00" 8.429 1
697 "2016-02-18 11:00:00" 6.019 1
697 "2016-02-18 12:00:00" 7.719 1
697 "2016-02-18 13:00:00" 6.894 1
697 "2016-02-19 08:00:00" 7.237 1
697 "2016-02-19 09:00:00" 7.716 1
697 "2016-02-19 10:00:00" 6.335 1
697 "2016-02-19 11:00:00" 6.79 1
697 "2016-02-19 12:00:00" 6.484 1
697 "2016-02-19 13:00:00" 7.498 1
697 "2016-05-31 09:00:00" 6.474 1
697 "2016-05-31 10:00:00" 7.985 1
697 "2016-05-31 11:00:00" 7.586 1
697 "2016-05-31 12:00:00" 9.541 1
697 "2016-05-31 13:00:00" 5.789 1
697 "2016-05-31 14:00:00" 7.369 1
697 "2016-05-31 15:00:00" 6.175 1
697 "2016-05-31 16:00:00" 6.497 1
697 "2016-05-31 17:00:00" 5.683 1
697 "2016-06-01 08:00:00" 7.788 1
697 "2016-06-01 09:00:00" 7.271 1
697 "2016-06-01 10:00:00" 7.778 1
697 "2016-06-01 11:00:00" 9.927 1
697 "2016-06-01 12:00:00" 8.956 1
697 "2016-06-01 13:00:00" 7.043 1
697 "2016-06-01 14:00:00" 7.282 1
697 "2016-06-01 15:00:00" 8.134 1
697 "2016-06-01 16:00:00" 6.898 1
697 "2016-06-02 08:00:00" 6.624 1
697 "2016-06-02 09:00:00" 6.1 1
697 "2016-06-02 10:00:00" 7.74 1
697 "2016-06-02 11:00:00" 9.022 1
697 "2016-06-02 12:00:00" 8.815 1
697 "2016-06-02 13:00:00" 6.715 1
697 "2016-06-02 14:00:00" 7.631 1
697 "2016-06-02 15:00:00" 6.827 1
697 "2016-06-02 16:00:00" 7.446 1
697 "2016-06-02 17:00:00" 6.471 1
697 "2016-06-02 18:00:00" 5.889 1
697 "2016-06-02 19:00:00" 5.48 1
697 "2016-06-03 11:00:00" 5.895 1
697 "2016-06-03 12:00:00" 6.932 1
697 "2016-06-03 13:00:00" 6.161 1
697 "2016-06-03 14:00:00" 5.208 1
697 "2016-06-03 15:00:00" 5.551 1
697 "2016-06-03 16:00:00" 4.965 1
697 "2016-06-03 17:00:00" 4.946 1
697 "2016-07-12 21:00:00" 4.104 1
697 "2016-07-12 22:00:00" 5.308 1
697 "2016-07-12 23:00:00" 3.298 1
697 "2016-07-13 00:00:00" 1.691 1
697 "2016-07-13 01:00:00" 3.406 1
697 "2016-07-13 02:00:00" 0.452 1
697 "2016-07-13 03:00:00" 0.303 1
697 "2016-07-13 04:00:00" 0.301 1
697 "2016-07-13 05:00:00" 0.302 1
697 "2016-07-13 06:00:00" 0.298 1
697 "2016-07-13 07:00:00" 0.4 1
697 "2016-07-13 08:00:00" 0.318 1
697 "2016-07-13 09:00:00" 0.919 1
697 "2016-07-13 10:00:00" 2.249 1
697 "2016-07-13 11:00:00" 2.078 1
697 "2016-07-13 12:00:00" 1.814 1
697 "2016-07-13 13:00:00" 1.533 1
697 "2016-07-13 14:00:00" 1.644 1
697 "2016-07-13 15:00:00" 2.606 1
697 "2016-07-13 16:00:00" 2.489 1
697 "2016-07-13 17:00:00" 1.842 1
697 "2016-07-13 18:00:00" 0.852 1
697 "2016-07-13 19:00:00" 0.301 1
697 "2016-07-13 20:00:00" 0.289 1
697 "2016-07-13 21:00:00" 0.289 1
697 "2016-07-13 22:00:00" 0.399 1
697 "2016-07-13 23:00:00" 0.284 1
697 "2016-07-14 00:00:00" 1.928 1
697 "2016-07-14 01:00:00" 0.287 1
697 "2016-07-14 02:00:00" 3.794 1
697 "2016-07-14 03:00:00" 4.591 1
697 "2016-07-14 04:00:00" 3.293 1
697 "2016-07-14 05:00:00" 3.194 1
697 "2016-09-05 02:00:00" 0.388 1
697 "2016-09-05 03:00:00" 0.543 1
697 "2016-09-05 04:00:00" 0.389 1
697 "2016-09-05 05:00:00" 0.387 1
697 "2016-09-05 06:00:00" 0.387 1
697 "2016-09-05 07:00:00" 0.387 1
697 "2016-09-05 08:00:00" 0.859 1
697 "2016-09-05 09:00:00" 2.386 1
697 "2016-09-05 10:00:00" 2.527 1
697 "2016-09-05 11:00:00" 2.777 1
697 "2016-09-05 12:00:00" 2.621 1
697 "2016-09-05 13:00:00" 2.328 1
697 "2016-09-05 14:00:00" 3.25 1
697 "2016-09-05 15:00:00" 2.619 1
697 "2016-09-05 16:00:00" 2.336 1
697 "2016-09-05 17:00:00" 2.15 1
697 "2016-09-05 18:00:00" 1.346 1
697 "2016-09-05 19:00:00" 0.422 1
697 "2016-09-05 20:00:00" 0.395 1
697 "2016-09-05 21:00:00" 0.542 1
697 "2016-09-05 22:00:00" 0.396 1
697 "2016-09-05 23:00:00" 0.398 1
697 "2016-09-06 00:00:00" 1.932 1
697 "2016-09-06 01:00:00" 0.409 1
